address,model,Cfun,Pvar,Rvar,input_type
0x00674045bb7c17f0aa1cde34780d6c51af548728,panoramix_5,0.18181818181818182,1.0,1.0,panoramix
0x00685230359bdb9e16704e1d3918b553e9a015e2,panoramix_2,0.5,0.875,0.875,panoramix
0x007d42b9192b8c087b0d3e6ef73aae48e74b41c1,panoramix_2,,,,panoramix
0x0286f920f893513c7ec9fe35ba0a4760229a243e,panoramix_1,1.0,0.6666666666666666,0.6666666666666666,panoramix
0x035a401972f228b58dcae76bf318b54ed036d680,panoramix_5,0.5,1.0,1.0,panoramix
0x04f062809b244e37e7fdc21d9409469c989c2342,panoramix_2,,,,panoramix
0x05215fce25902366480696f38c3093e31dbce69a,panoramix_2,0.5,0.35714285714285715,0.4166666666666667,panoramix
0x05461124c86c0ad7c5d8e012e1499fd9109ffb7d,panoramix_2,,,,panoramix
0x072b4b3008eb2177cce628123d24e75a8e34b9b0,panoramix_2,0.0,1.0,1.0,panoramix
0x0a97094c19295e320d5121d72139a150021a2702,panoramix_2,0.0,0.125,0.16666666666666666,panoramix
0x0ad3227eb47597b566ec138b3afd78cfea752de5,panoramix_2,,,,panoramix
0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,panoramix_5,0.45454545454545453,0.5,0.5,panoramix
0x0b8d56c26d8cf16fe1bddf4967753503d974de06,panoramix_2,,,,panoramix
0x0efef0b34638addc8833ba729ae20016b5f24ffc,panoramix_3,0.16666666666666666,0.4444444444444444,0.5,panoramix
0x0f90ef4e2526e3d1791862574f9fb26a0f39ec86,panoramix_2,,,,panoramix
0x112918a54e3ada863cf694970da0756f1eecc68d,panoramix_2,0.75,1.0,1.0,panoramix
0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,panoramix_2,,,,panoramix
0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,panoramix_2,,,,panoramix
0x141044ccc363d6e8d92dd8983422775913e304ec,panoramix_1,,,,panoramix
0x167cb3f2446f829eb327344b66e271d1a7efec9a,panoramix_2,0.25,0.16666666666666666,0.18181818181818182,panoramix
0x16a0772b17ae004e6645e0e95bf50ad69498a34e,panoramix_3,0.7,1.0,1.0,panoramix
0x18639f44f946983bf3413d9b51322d05c29d269e,panoramix_2,,,,panoramix
0x18a672e11d637fffadccc99b152f4895da069601,panoramix_2,,,,panoramix
0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,panoramix_2,,,,panoramix
0x1a94656a6245379bc0d9c64c402197528edb2bd1,panoramix_5,0.26666666666666666,0.6,0.6,panoramix
0x1bb28e79f2482df6bf60efc7a33365703bcf1536,panoramix_2,0.5,1.0,1.0,panoramix
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,panoramix_2,,,,panoramix
0x1ce865c81e76aafd2003e69acd2d196d19aac144,panoramix_5,0.5,0.5,0.5,panoramix
0x1e143b2588705dfea63a17f2032ca123df995ce0,panoramix_2,,,,panoramix
0x2101e480e22c953b37b9d0fe6551c1354fe705e6,panoramix_1,0.13636363636363635,0.25,0.25,panoramix
0x22a97c80d7e0a9ae616737e3b8b531248f4ef91d,panoramix_1,0.3333333333333333,0.6086956521739131,0.6086956521739131,panoramix
0x22dccfa39dbe59cd3f27e6531b33b5101bb2a70d,panoramix_2,,,,panoramix
0x23ea10cc1e6ebdb499d24e45369a35f43627062f,panoramix_2,,,,panoramix
0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387,panoramix_3,0.0,0.0,0.0,panoramix
