address,model,Cfun,Pvar,Rvar,input_type
0x00674045bb7c17f0aa1cde34780d6c51af548728,elipmoc_2,0.09090909090909091,0.7777777777777778,0.7777777777777778,elipmoc
0x00685230359bdb9e16704e1d3918b553e9a015e2,elipmoc_3,0.16666666666666666,1.0,1.0,elipmoc
0x007d42b9192b8c087b0d3e6ef73aae48e74b41c1,elipmoc_3,,,,elipmoc
0x0286f920f893513c7ec9fe35ba0a4760229a243e,elipmoc_3,0.4,0.6666666666666666,0.6666666666666666,elipmoc
0x035a401972f228b58dcae76bf318b54ed036d680,elipmoc_3,,,,elipmoc
0x04f062809b244e37e7fdc21d9409469c989c2342,elipmoc_4,0.058823529411764705,0.1875,1.0,elipmoc
0x05215fce25902366480696f38c3093e31dbce69a,elipmoc_3,,,,elipmoc
0x05461124c86c0ad7c5d8e012e1499fd9109ffb7d,elipmoc_4,0.1875,0.38461538461538464,0.38461538461538464,elipmoc
0x072b4b3008eb2177cce628123d24e75a8e34b9b0,elipmoc_1,0.8888888888888888,1.0,1.0,elipmoc
0x0a97094c19295e320d5121d72139a150021a2702,elipmoc_4,0.14285714285714285,0.125,0.2,elipmoc
0x0ad3227eb47597b566ec138b3afd78cfea752de5,elipmoc_3,,,,elipmoc
0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,elipmoc_2,0.36363636363636365,0.75,0.75,elipmoc
0x0b8d56c26d8cf16fe1bddf4967753503d974de06,elipmoc_2,,,,elipmoc
0x0efef0b34638addc8833ba729ae20016b5f24ffc,elipmoc_3,,,,elipmoc
0x0f90ef4e2526e3d1791862574f9fb26a0f39ec86,elipmoc_3,,,,elipmoc
0x112918a54e3ada863cf694970da0756f1eecc68d,elipmoc_3,1.0,1.0,1.0,elipmoc
0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,elipmoc_1,0.1111111111111111,0.8095238095238095,0.85,elipmoc
0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,elipmoc_5,0.2857142857142857,0.7692307692307693,0.7692307692307693,elipmoc
0x141044ccc363d6e8d92dd8983422775913e304ec,elipmoc_4,,,,elipmoc
0x167cb3f2446f829eb327344b66e271d1a7efec9a,elipmoc_3,0.16666666666666666,0.25,0.25,elipmoc
0x16a0772b17ae004e6645e0e95bf50ad69498a34e,elipmoc_5,0.4,0.8333333333333334,0.8333333333333334,elipmoc
0x18639f44f946983bf3413d9b51322d05c29d269e,elipmoc_3,0.875,0.75,0.75,elipmoc
0x18a672e11d637fffadccc99b152f4895da069601,elipmoc_3,,,,elipmoc
0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,elipmoc_3,,,,elipmoc
0x1a94656a6245379bc0d9c64c402197528edb2bd1,elipmoc_1,0.13333333333333333,0.8,0.8,elipmoc
0x1bb28e79f2482df6bf60efc7a33365703bcf1536,elipmoc_4,0.5,1.0,1.0,elipmoc
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,elipmoc_2,0.0625,0.5454545454545454,0.6,elipmoc
0x1ce865c81e76aafd2003e69acd2d196d19aac144,elipmoc_3,0.8333333333333334,0.75,1.0,elipmoc
0x1e143b2588705dfea63a17f2032ca123df995ce0,elipmoc_1,,,,elipmoc
0x2101e480e22c953b37b9d0fe6551c1354fe705e6,elipmoc_4,0.2727272727272727,0.8333333333333334,1.0,elipmoc
0x22a97c80d7e0a9ae616737e3b8b531248f4ef91d,elipmoc_4,0.2222222222222222,0.6956521739130435,0.8,elipmoc
0x22dccfa39dbe59cd3f27e6531b33b5101bb2a70d,elipmoc_3,0.0,0.15789473684210525,0.2,elipmoc
0x23ea10cc1e6ebdb499d24e45369a35f43627062f,elipmoc_3,1.0,1.0,1.0,elipmoc
0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387,elipmoc_3,,,,elipmoc
0x25a06d4e1f804ce62cf11b091180a5c84980d93a,elipmoc_2,0.07692307692307693,0.0,0.0,elipmoc
0x269a6ffb97325e8e371f067fea216c9f62848833,elipmoc_3,,,,elipmoc
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,elipmoc_3,0.4444444444444444,0.5,0.5,elipmoc
0x29488e24cfdaa52a0b837217926c0c0853db7962,elipmoc_3,,,,elipmoc
0x2956356cd2a2bf3202f771f50d3d14a367b48070,elipmoc_4,0.8333333333333334,0.3333333333333333,0.3333333333333333,elipmoc
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,elipmoc_3,0.2222222222222222,0.3,0.75,elipmoc
0x2af47a65da8cd66729b4209c22017d6a5c2d2400,elipmoc_3,0.0,0.0,0.0,elipmoc
0x2b78a837c37549539c62ab54a235a8e19fea812f,elipmoc_4,0.0,0.0,0.0,elipmoc
0x2cbc6812cff0b1113bf2808ffce6d83b97afd345,elipmoc_3,0.8333333333333334,0.75,0.75,elipmoc
0x2fa0ac498d01632f959d3c18e38f4390b005e200,elipmoc_3,,,,elipmoc
0x30c92c69d38cfacbb28081490f8cd7558d441903,elipmoc_5,0.038461538461538464,0.5833333333333334,0.5833333333333334,elipmoc
0x30cefbcb5c26a5b19a019092ab8d09f8739c904f,elipmoc_3,,,,elipmoc
0x336db6c1ead9cc4d5b0a33ac03c057e20640126a,elipmoc_2,0.06666666666666667,0.42105263157894735,0.4444444444444444,elipmoc
0x37304b0ab297f13f5520c523102797121182fb5b,elipmoc_3,,,,elipmoc
0x373c55c277b866a69dc047cad488154ab9759466,elipmoc_3,,,,elipmoc
0x39a31ccd63cd1b186392654a2d520f73cc19274f,elipmoc_2,0.23076923076923078,0.8947368421052632,0.8947368421052632,elipmoc
0x3a8a97123bccd826228e5eb4144b48cce169517b,elipmoc_4,0.05555555555555555,0.7,0.8235294117647058,elipmoc
0x3c020e014069df790d4f4e63fd297ba4e1c8e51f,elipmoc_2,0.46153846153846156,0.5555555555555556,0.5,elipmoc
0x3c1634291868ddffa037222991babfccd8400921,elipmoc_4,0.23529411764705882,0.9565217391304348,1.0,elipmoc
0x3da71558a40f63b960196cc0679847ff50fad22b,elipmoc_3,,,,elipmoc
0x3e22bb2279d6bea3cfe57f3ed608fc3b1deadadf,elipmoc_3,0.0,0.13333333333333333,0.13333333333333333,elipmoc
0x40a05d4ce308bf600cb275d7a3e9113518f59c54,elipmoc_3,,,,elipmoc
0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,elipmoc_3,1.0,0.7142857142857143,1.0,elipmoc
0x446d1696a5527018453cda3d67aa4c2cd189b9f6,elipmoc_3,,,,elipmoc
0x44e081cac2406a4efe165178c2a4d77f7a7854d4,elipmoc_1,0.8571428571428571,0.0,0.0,elipmoc
0x46403e94529fc04d04c9c393beab1d050ef06409,elipmoc_3,0.18181818181818182,0.0625,0.07142857142857142,elipmoc
0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,elipmoc_4,0.25,0.5833333333333334,0.6363636363636364,elipmoc
0x49edf201c1e139282643d5e7c6fb0c7219ad1db7,elipmoc_4,0.04,0.47368421052631576,0.45,elipmoc
0x4a627b324189014fa757ed7cc730b180879232d7,elipmoc_3,0.0,0.375,0.375,elipmoc
0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,elipmoc_3,,,,elipmoc
0x4c0fc7abfa8d2a44b379704a8dc1e5b6169f8454,elipmoc_3,,,,elipmoc
0x4c854e15c2acbe3a505dc33eb6b72b8fc8a0ff00,elipmoc_2,,,,elipmoc
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,elipmoc_3,,,,elipmoc
0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,elipmoc_3,0.0,0.0,0.0,elipmoc
0x50cb61afa3f023d17276dcfb35abf85c710d1cff,elipmoc_3,0.3333333333333333,0.9166666666666666,0.9166666666666666,elipmoc
0x52083b1a21a5abc422b1b0bce5c43ca86ef74cd1,elipmoc_3,,,,elipmoc
0x53b04999c1ff2d77fcdde98935bb936a67209e4c,elipmoc_3,0.625,1.0,1.0,elipmoc
0x5535a72556727c221c567e0fc4208c5a99dba1cc,elipmoc_5,0.8571428571428571,0.4,0.4,elipmoc
0x575cb87ab3c2329a0248c7d70e0ead8e57f3e3f7,elipmoc_1,0.1111111111111111,0.6818181818181818,0.6818181818181818,elipmoc
0x57831a0c76ba6b4fdcbadd6cb48cb26e8fc15e93,elipmoc_3,,,,elipmoc
0x57b116da40f21f91aec57329ecb763d29c1b2355,elipmoc_3,0.06896551724137931,0.07272727272727272,0.5,elipmoc
0x5da60592329d7651ff3415ef7f3d3ed91d1c2f24,elipmoc_3,1.0,1.0,1.0,elipmoc
0x5eee354e36ac51e9d3f7283005cab0c55f423b23,elipmoc_2,0.3333333333333333,0.16666666666666666,0.16666666666666666,elipmoc
0x60cd862c9c687a9de49aecdc3a99b74a4fc54ab6,elipmoc_3,,,,elipmoc
0x62a940646e8f9fceac28454414bb6133a54055ea,elipmoc_3,0.5,0.75,0.75,elipmoc
0x63658cc84a5b2b969b8df9bea129a1c933e1439f,elipmoc_3,,,,elipmoc
0x64af032181669383a370ae6e4b438ee26bb559b7,elipmoc_3,0.0,0.25,0.25,elipmoc
0x6822aaf4ab22e6cca8352a927b9ae0a8fdb58d9d,elipmoc_3,1.0,0.8,0.8,elipmoc
0x686e5ac50d9236a9b7406791256e47feddb26aba,elipmoc_2,0.3333333333333333,0.6666666666666666,0.8,elipmoc
0x68c4b7d05fae45bcb6192bb93e246c77e98360e1,elipmoc_1,0.75,0.8,0.8,elipmoc
0x6c424c25e9f1fff9642cb5b7750b0db7312c29ad,elipmoc_3,0.0,0.4166666666666667,0.4166666666666667,elipmoc
0x6d903f6003cca6255d85cca4d3b5e5146dc33925,elipmoc_2,0.5,1.0,1.0,elipmoc
0x6db943251e4126f913e9733821031791e75df713,elipmoc_3,,,,elipmoc
0x6de3cc59152e19f108378984f45e20a34c9f6338,elipmoc_5,0.0,0.5263157894736842,0.5263157894736842,elipmoc
0x709c7134053510fce03b464982eab6e3d89728a5,elipmoc_3,,,,elipmoc
0x728781e75735dc0962df3a51d7ef47e798a7107e,elipmoc_3,0.0,0.38461538461538464,0.4166666666666667,elipmoc
0x73f09b50960f87af26ff4817a93c0f5efd0aa9e2,elipmoc_3,0.8,1.0,0.8333333333333334,elipmoc
0x755cdba6ae4f479f7164792b318b2a06c759833b,elipmoc_3,,,,elipmoc
0x758a6cf7d6468a0aef0adf915eb4adb4ddf5055c,elipmoc_3,,,,elipmoc
0x7600977eb9effa627d6bd0da2e5be35e11566341,elipmoc_3,0.0,0.15384615384615385,0.2222222222222222,elipmoc
0x767b8c6fb76db2e2a547819ba7afd2006d3de6b2,elipmoc_3,,,,elipmoc
0x780b6e67925e35b98b6ff8a1b2653572af73b8f9,elipmoc_1,0.23076923076923078,0.0,0.0,elipmoc
0x792e6c37ae5ced8202794af26671531195418616,elipmoc_3,0.0,0.6285714285714286,0.6285714285714286,elipmoc
0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,elipmoc_4,0.0,0.6666666666666666,0.8,elipmoc
0x7da90089a73edd14c75b0c827cb54f4248d47ecc,elipmoc_3,,,,elipmoc
0x7ee41a4c66e92fe28abd5bde30ad644a2dc8b15f,elipmoc_3,,,,elipmoc
0x7ee7ca6e75de79e618e88bdf80d0b1db136b22d0,elipmoc_4,0.03225806451612903,0.3333333333333333,0.3333333333333333,elipmoc
0x88ae96845e157558ef59e9ff90e766e22e480390,elipmoc_3,,,,elipmoc
0x899f9a0440face1397a1ee1e3f6bf3580a6633d1,elipmoc_1,1.0,1.0,0.75,elipmoc
0x8a883a20940870dc055f2070ac8ec847ed2d9918,elipmoc_3,,,,elipmoc
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,elipmoc_4,,,,elipmoc
0x8d40e75ed0bcc4ca13aa4113738898f9779858be,elipmoc_3,0.6666666666666666,0.875,1.0,elipmoc
0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d,elipmoc_1,0.23529411764705882,0.6153846153846154,0.7272727272727273,elipmoc
0x8ff920020c8ad673661c8117f2855c384758c572,elipmoc_1,0.125,0.8333333333333334,1.0,elipmoc
0x9122e2cfab13d30237ebeef0c0521d64bf0b06dc,elipmoc_3,,,,elipmoc
0x91bd62e48282ea188998d04570ed8a3e237d3a6a,elipmoc_3,0.0,1.0,1.0,elipmoc
0x9249133819102b2ed31680468c8c67f6fe9e7505,elipmoc_3,0.0,0.3333333333333333,0.3333333333333333,elipmoc
0x93519cc1a51ac56cf2daa8aaafcd4073f49a19d8,elipmoc_3,,,,elipmoc
0x93d812bf90a575d628e246b0966505a9e466f534,elipmoc_3,0.8,0.75,0.75,elipmoc
0x9462eeb9124c99731cc7617348b3937a8f00b11f,elipmoc_5,0.5714285714285714,0.5714285714285714,0.5,elipmoc
0x9a2d163ab40f88c625fd475e807bbc3556566f80,elipmoc_5,,,,elipmoc
0x9aca6abfe63a5ae0dc6258cefb65207ec990aa4d,elipmoc_4,0.6,0.3333333333333333,0.3333333333333333,elipmoc
0x9b984d5a03980d8dc0a24506c968465424c81dbe,elipmoc_3,,,,elipmoc
0x9ea80e204045329ba752d03c395f82a12799f13d,elipmoc_2,,,,elipmoc
0x9fa8fa61a10ff892e4ebceb7f4e0fc684c2ce0a9,elipmoc_3,,,,elipmoc
0xa0d031c090974d2bdb0ffc22124f08532e1dc768,elipmoc_3,0.29411764705882354,0.9090909090909091,1.0,elipmoc
0xa146240bf2c04005a743032dc0d241ec0bb2ba2b,elipmoc_4,0.3333333333333333,0.16666666666666666,0.4,elipmoc
0xa33c4a314faa9684eeffa6ba334688001ea99bbc,elipmoc_1,1.0,0.0,0.0,elipmoc
0xa62142888aba8370742be823c1782d17a0389da1,elipmoc_3,,,,elipmoc
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,elipmoc_3,0.125,0.8333333333333334,0.8333333333333334,elipmoc
0xa6cd930fc92f1634d8183af2fb86bd1766f2f82a,elipmoc_3,,,,elipmoc
0xa6d93468c1f16f2e1009ec321251f0b3147117b3,elipmoc_3,1.0,0.0,0.0,elipmoc
0xa74642aeae3e2fd79150c910eb5368b64f864b1e,elipmoc_5,0.2857142857142857,0.7777777777777778,0.9333333333333333,elipmoc
0xa9375923ddb69cd32955f536a351007415c02696,elipmoc_3,,,,elipmoc
0xa9e4e3b1da2462752aea980698c335e70e9ab26c,elipmoc_1,,,,elipmoc
