address,model,Cfun,Pvar,Rvar,input_type
0x269a6ffb97325e8e371f067fea216c9f62848833,ethervm_3,0.0,0.0,0.0,ethervm
0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,ethervm_2,,,,ethervm
0x2956356cd2a2bf3202f771f50d3d14a367b48070,ethervm_3,0.8333333333333334,1.0,1.0,ethervm
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,ethervm_2,0.2222222222222222,1.0,0.8333333333333334,ethervm
0x2b78a837c37549539c62ab54a235a8e19fea812f,ethervm_2,,,,ethervm
0x2cbc6812cff0b1113bf2808ffce6d83b97afd345,ethervm_2,,,,ethervm
0x2fa0ac498d01632f959d3c18e38f4390b005e200,ethervm_2,,,,ethervm
0x30cefbcb5c26a5b19a019092ab8d09f8739c904f,ethervm_4,0.4117647058823529,0.5,1.0,ethervm
0x336db6c1ead9cc4d5b0a33ac03c057e20640126a,ethervm_2,,,,ethervm
0x37304b0ab297f13f5520c523102797121182fb5b,ethervm_5,0.5555555555555556,0.6,0.75,ethervm
0x3a8a97123bccd826228e5eb4144b48cce169517b,ethervm_5,0.16666666666666666,0.2,0.5714285714285714,ethervm
0x3c020e014069df790d4f4e63fd297ba4e1c8e51f,ethervm_3,0.6153846153846154,0.6666666666666666,0.8571428571428571,ethervm
0x3c1634291868ddffa037222991babfccd8400921,ethervm_2,,,,ethervm
0x3da71558a40f63b960196cc0679847ff50fad22b,ethervm_4,,,,ethervm
0x3e22bb2279d6bea3cfe57f3ed608fc3b1deadadf,ethervm_2,,,,ethervm
0x40a05d4ce308bf600cb275d7a3e9113518f59c54,ethervm_1,,,,ethervm
0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,ethervm_2,,,,ethervm
0x44e081cac2406a4efe165178c2a4d77f7a7854d4,ethervm_2,0.8571428571428571,1.0,0.3333333333333333,ethervm
0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,ethervm_1,0.75,0.3333333333333333,0.36363636363636365,ethervm
0x49edf201c1e139282643d5e7c6fb0c7219ad1db7,ethervm_5,0.32,0.47368421052631576,0.5625,ethervm
0x4a627b324189014fa757ed7cc730b180879232d7,ethervm_5,0.6363636363636364,0.25,0.25,ethervm
0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,ethervm_2,,,,ethervm
0x4c0fc7abfa8d2a44b379704a8dc1e5b6169f8454,ethervm_4,,,,ethervm
0x4c854e15c2acbe3a505dc33eb6b72b8fc8a0ff00,ethervm_4,,,,ethervm
0x50cb61afa3f023d17276dcfb35abf85c710d1cff,ethervm_2,,,,ethervm
0x52083b1a21a5abc422b1b0bce5c43ca86ef74cd1,ethervm_2,,,,ethervm
0x53b04999c1ff2d77fcdde98935bb936a67209e4c,ethervm_3,0.625,1.0,0.5,ethervm
0x5535a72556727c221c567e0fc4208c5a99dba1cc,ethervm_4,0.0,0.4,0.6666666666666666,ethervm
0x575cb87ab3c2329a0248c7d70e0ead8e57f3e3f7,ethervm_3,0.8888888888888888,0.8181818181818182,0.8571428571428571,ethervm
0x57831a0c76ba6b4fdcbadd6cb48cb26e8fc15e93,ethervm_2,0.2222222222222222,0.2857142857142857,1.0,ethervm
0x5da60592329d7651ff3415ef7f3d3ed91d1c2f24,ethervm_3,1.0,1.0,1.0,ethervm
0x5eee354e36ac51e9d3f7283005cab0c55f423b23,ethervm_2,0.8333333333333334,0.16666666666666666,0.5,ethervm
0x60cd862c9c687a9de49aecdc3a99b74a4fc54ab6,ethervm_2,,,,ethervm
0x62a940646e8f9fceac28454414bb6133a54055ea,ethervm_3,0.0,0.25,0.5,ethervm
0x63658cc84a5b2b969b8df9bea129a1c933e1439f,ethervm_1,0.09090909090909091,0.2222222222222222,0.5714285714285714,ethervm
0x64af032181669383a370ae6e4b438ee26bb559b7,ethervm_4,0.0,0.5,0.6666666666666666,ethervm
0x6822aaf4ab22e6cca8352a927b9ae0a8fdb58d9d,ethervm_3,1.0,0.4,0.2857142857142857,ethervm
0x686e5ac50d9236a9b7406791256e47feddb26aba,ethervm_2,,,,ethervm
0x68c4b7d05fae45bcb6192bb93e246c77e98360e1,ethervm_3,1.0,0.8,1.0,ethervm
0x6c424c25e9f1fff9642cb5b7750b0db7312c29ad,ethervm_2,0.0,0.041666666666666664,0.2,ethervm
0x6d903f6003cca6255d85cca4d3b5e5146dc33925,ethervm_1,1.0,1.0,0.4444444444444444,ethervm
0x6de3cc59152e19f108378984f45e20a34c9f6338,ethervm_2,,,,ethervm
0x728781e75735dc0962df3a51d7ef47e798a7107e,ethervm_1,0.1724137931034483,0.038461538461538464,0.2,ethervm
0x73f09b50960f87af26ff4817a93c0f5efd0aa9e2,ethervm_2,,,,ethervm
0x755cdba6ae4f479f7164792b318b2a06c759833b,ethervm_2,,,,ethervm
0x758a6cf7d6468a0aef0adf915eb4adb4ddf5055c,ethervm_5,,,,ethervm
0x7600977eb9effa627d6bd0da2e5be35e11566341,ethervm_2,,,,ethervm
0x780b6e67925e35b98b6ff8a1b2653572af73b8f9,ethervm_2,,,,ethervm
0x792e6c37ae5ced8202794af26671531195418616,ethervm_2,,,,ethervm
0x7da90089a73edd14c75b0c827cb54f4248d47ecc,ethervm_1,,,,ethervm
0x7ee41a4c66e92fe28abd5bde30ad644a2dc8b15f,ethervm_1,,,,ethervm
0x88ae96845e157558ef59e9ff90e766e22e480390,ethervm_2,0.25,0.23076923076923078,0.375,ethervm
0x899f9a0440face1397a1ee1e3f6bf3580a6633d1,ethervm_2,,,,ethervm
0x8a883a20940870dc055f2070ac8ec847ed2d9918,ethervm_2,,,,ethervm
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,ethervm_2,,,,ethervm
0x8d40e75ed0bcc4ca13aa4113738898f9779858be,ethervm_2,0.5555555555555556,0.75,1.0,ethervm
0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d,ethervm_1,0.5294117647058824,0.7692307692307693,0.8333333333333334,ethervm
0x8ff920020c8ad673661c8117f2855c384758c572,ethervm_2,,,,ethervm
0x91bd62e48282ea188998d04570ed8a3e237d3a6a,ethervm_2,0.875,0.6666666666666666,0.8,ethervm
0x9249133819102b2ed31680468c8c67f6fe9e7505,ethervm_2,,,,ethervm
0x93519cc1a51ac56cf2daa8aaafcd4073f49a19d8,ethervm_3,,,,ethervm
0x93d812bf90a575d628e246b0966505a9e466f534,ethervm_4,1.0,0.75,0.75,ethervm
0x9462eeb9124c99731cc7617348b3937a8f00b11f,ethervm_3,0.5714285714285714,0.5714285714285714,0.5,ethervm
0x9a2d163ab40f88c625fd475e807bbc3556566f80,ethervm_3,,,,ethervm
0x9aca6abfe63a5ae0dc6258cefb65207ec990aa4d,ethervm_2,0.8,0.16666666666666666,0.125,ethervm
0x9b984d5a03980d8dc0a24506c968465424c81dbe,ethervm_5,0.875,0.5,0.5,ethervm
0x9ea80e204045329ba752d03c395f82a12799f13d,ethervm_2,,,,ethervm
0xa0d031c090974d2bdb0ffc22124f08532e1dc768,ethervm_3,0.5882352941176471,0.6363636363636364,0.6363636363636364,ethervm
0xa146240bf2c04005a743032dc0d241ec0bb2ba2b,ethervm_2,0.08333333333333333,0.16666666666666666,0.2857142857142857,ethervm
0xa33c4a314faa9684eeffa6ba334688001ea99bbc,ethervm_1,0.6666666666666666,0.0,0.0,ethervm
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,ethervm_2,0.625,0.3333333333333333,0.6666666666666666,ethervm
0xa6cd930fc92f1634d8183af2fb86bd1766f2f82a,ethervm_2,,,,ethervm
0xa6d93468c1f16f2e1009ec321251f0b3147117b3,ethervm_3,1.0,1.0,1.0,ethervm
0xa74642aeae3e2fd79150c910eb5368b64f864b1e,ethervm_3,0.0,0.0,0.0,ethervm
0xa9375923ddb69cd32955f536a351007415c02696,ethervm_3,0.5454545454545454,0.5833333333333334,0.7777777777777778,ethervm
0xa9e4e3b1da2462752aea980698c335e70e9ab26c,ethervm_4,,,,ethervm
0xaa7427d8f17d87a28f5e1ba3adbb270badbe1011,ethervm_2,0.16666666666666666,0.8333333333333334,1.0,ethervm
0xab5cffaaec03efc94ab5c0c4c0bc85ae2b2b65ac,ethervm_2,,,,ethervm
0xabefec93451a2cd5d864ff7b0b1604dfc60e9688,ethervm_2,0.0,0.4166666666666667,0.5,ethervm
0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,ethervm_2,,,,ethervm
0xaf7aea249098f2c2f50cc11d4000ccf798194373,ethervm_2,,,,ethervm
0xb1690c08e213a35ed9bab7b318de14420fb57d8c,ethervm_2,0.0,0.625,0.8333333333333334,ethervm
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,ethervm_2,,,,ethervm
0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,ethervm_2,0.46153846153846156,0.13333333333333333,0.5,ethervm
0xb59a226a2b8a2f2b0512baa35cc348b6b213b671,ethervm_1,0.7777777777777778,0.875,1.0,ethervm
0xb6bbf89c3dbba20cb4d5cabaa4a386acbbab455e,ethervm_3,1.0,0.0,0.0,ethervm
0xb9dad061b4ada5825abc2c9914e89181c0cdc56c,ethervm_2,0.2727272727272727,0.42857142857142855,1.0,ethervm
0xb9fbe1315824a466d05df4882ffac592ce9c009a,ethervm_2,0.8333333333333334,0.7,0.875,ethervm
0xba69e7c96e9541863f009e713caf26d4ad2241a0,ethervm_5,,,,ethervm
0xbc4191167d4b0251cab5201a527daa8a7d3846b0,ethervm_4,0.0,0.0,0.0,ethervm
0xbd2ed3e85faa3433c068c7b3f9c8c7d839ce88d7,ethervm_2,0.625,0.8571428571428571,0.6,ethervm
0xbd73e675e1fa3d60a302c797df5c82e558da7ce1,ethervm_3,0.875,0.0,0.0,ethervm
0xbf29685856fae1e228878dfb35b280c0adcc3b05,ethervm_2,,,,ethervm
0xbf2aeab03b82c182599930217272ef0fc5cf662b,ethervm_2,,,,ethervm
0xbf35faa9c265baf50c9cff8c389c363b05753275,ethervm_2,,,,ethervm
0xbf4ed7b27f1d666546e30d74d50d173d20bca754,ethervm_4,,,,ethervm
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethervm_2,0.8333333333333334,0.6,0.5,ethervm
0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,ethervm_1,0.6,0.6666666666666666,0.75,ethervm
0xc330c1a3c7db9c75f60aed0a9b7c0fc5fa22d5a2,ethervm_2,,,,ethervm
0xc39d73fca64d4ffe2c78fb17e61b9c8489f7c5fb,ethervm_2,,,,ethervm
0xc83355ef25a104938275b46cffd94bf9917d0691,ethervm_5,0.5555555555555556,0.2962962962962963,0.7272727272727273,ethervm
0xcafe1a77e84698c83ca8931f54a755176ef75f2c,ethervm_5,,,,ethervm
0xcb47c89cb17c10b719fc5ed9665bae157cac2cb1,ethervm_2,,,,ethervm
0xcc89405e3cfd38412093840a3ac2f851dd395dfb,ethervm_2,0.0,0.0,0.0,ethervm
0xcd806502ad2f9aeb32e23f8d647341d4b568201d,ethervm_1,0.15384615384615385,0.6086956521739131,0.7368421052631579,ethervm
0xd18475521245a127a933a4fcaf99e8c45a416f7e,ethervm_2,0.2,0.7272727272727273,0.8888888888888888,ethervm
0xd216153c06e857cd7f72665e0af1d7d82172f494,ethervm_2,,,,ethervm
0xd2344f06ce022a7424619b2af222e71b65824975,ethervm_2,,,,ethervm
0xd2bfceeab8ffa24cdf94faa2683df63df4bcbdc8,ethervm_1,0.35714285714285715,0.25,0.4444444444444444,ethervm
0xd48b633045af65ff636f3c6edd744748351e020d,ethervm_2,,,,ethervm
0xd5524179cb7ae012f5b642c1d6d700bbaa76b96b,ethervm_2,,,,ethervm
0xd64b1bf6fcab5add75041c89f61816c2b3d5e711,ethervm_2,0.0,0.0,0.0,ethervm
0xd76b5c2a23ef78368d8e34288b5b65d616b746ae,ethervm_4,0.7777777777777778,0.8888888888888888,1.0,ethervm
0xd79b4c6791784184e2755b2fc1659eaab0f80456,ethervm_2,,,,ethervm
0xda4a4626d3e16e094de3225a751aab7128e96526,ethervm_4,,,,ethervm
0xdd17d00c4bba48008d49bb4cc292819f5a4282d4,ethervm_4,0.875,0.0,0.0,ethervm
0xe01e2a3ceafa8233021fc759e5a69863558326b6,ethervm_2,0.0,0.44,0.7333333333333333,ethervm
0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,ethervm_1,,,,ethervm
0xe2e5d0e1422e927abab19ad2067f802ad07fb364,ethervm_4,0.25,0.5365853658536586,0.9166666666666666,ethervm
0xe31763aad9294f073ddf18b36503ed037ae5e737,ethervm_2,0.5714285714285714,0.2222222222222222,0.4,ethervm
0xe6517b766e6ee07f91b517435ed855926bcb1aae,ethervm_2,,,,ethervm
0xe65f525ec48c7e95654b9824ecc358454ea9185e,ethervm_2,0.2222222222222222,0.0,0.0,ethervm
0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,ethervm_2,0.0,0.45454545454545453,1.0,ethervm
0xe92fa4e3447a58753154364b329d2361b3b4cae4,ethervm_2,,,,ethervm
0xe9e3f9cfc1a64dfca53614a0182cfad56c10624f,ethervm_2,0.5833333333333334,0.6363636363636364,0.6363636363636364,ethervm
0xeb3107117fead7de89cd14d463d340a2e6917769,ethervm_2,,,,ethervm
0xf0542ed44d268c85875b3b84b0e7ce0773e9aeef,ethervm_2,0.0,0.0,0.0,ethervm
0xf0a924661b0263e5ce12756d07f45b8668c53380,ethervm_2,0.45454545454545453,0.8333333333333334,0.9090909090909091,ethervm
0xf0b3ba2dd4b2ef75d727a4045d7fbcc415b77bf0,ethervm_2,0.2857142857142857,0.7142857142857143,0.8333333333333334,ethervm
0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,ethervm_3,0.42857142857142855,0.125,0.2,ethervm
0xf317a365cfef0aa4357abd057048808a1d430402,ethervm_5,0.3333333333333333,0.5,0.3333333333333333,ethervm
0xf4c27b8b002389864ac214cb13bfeef4cc5c4e8d,ethervm_1,,,,ethervm
0xf9a5e0436c01cc15708449e480fa5f2d6a5b55ca,ethervm_1,,,,ethervm
0xfb6916095ca1df60bb79ce92ce3ea74c37c5d359,ethervm_2,,,,ethervm
0xfd2487cc0e5dce97f08be1bc8ef1dce8d5988b4d,ethervm_3,,,,ethervm
