input_type,address,mean_sim,time
bytecode,0x0091e27b9ef50427ad431be70dc441f9f6639d78,0.8397684693336487,5
bytecode,0x009449c99a2822914d68691d87b0177292fb5a6c,,4
bytecode,0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89,0.7665315270423889,3
bytecode,0x00fa44d91d7541d16dd18a48dd6a011de5e887df,0.7186588644981384,3
bytecode,0x01b34fe45b5c00b71d6ff47e76781269aaa7b5c4,,4
bytecode,0x024c0e1966a52c506e95679f2edb7c031aaa8011,0.8223061561584473,2
bytecode,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.9020270705223083,3
bytecode,0x029606e5ec44cad1346d6a1273a53b971fa93ad6,0.9266554713249208,4
bytecode,0x02e582682aa7b4dcc3f7574c468ef61b29545404,0.8308770060539246,1
bytecode,0x035611f47a13f3603109152952f0034c674959ba,,4
bytecode,0x039edb0d0613c58f45a777ab5dbf7cafcc7de9cd,0.8515748977661133,3
bytecode,0x03b7dcf4e018031c39f21a6e99632ccbf72c79a2,,4
bytecode,0x03cc979c46b030c4abd7d4063cd075cb38cd0919,0.7332122921943665,4
bytecode,0x042a277368cb43a70b06361e7ab7d1d0a2096b0e,,4
bytecode,0x04562d368e202f7e9470f3e238e92c2582c8dcec,,4
bytecode,0x046ec9bb312c51425f7a00b2ab7525afe7db52e6,0.7154075503349304,4
bytecode,0x0486506702b47fd838f3b8ead7fc9509f012f4a7,0.8170272707939148,2
bytecode,0x04a4b43352a78294bc7b6d520450825ac639ea21,,4
bytecode,0x04a84b5368c9006ed05e837f8132e9f1c0287482,0.664513111114502,5
bytecode,0x04aa51bbcb46541455ccf1b8bef2ebc5d3787ec9,0.8479071259498596,2
bytecode,0x04deb44ac536ed288ab3ddb7d69920e7002965f1,0.8305473923683167,3
bytecode,0x052cf5824a4adc682715de9a5b725c65d32f34d5,0.7900866270065308,1
bytecode,0x05b04cb2c29691d3f9ce74e6aa3c69548da3bee2,,4
bytecode,0x05b3abd9031a31a45121bda59c7bb52fc7db2590,0.851243257522583,4
bytecode,0x05e7039c7afd77157845d9a4f1750b8ca93ec378,,4
bytecode,0x05fa56daf3c7496854bf685e7f3f435f87589e58,0.7353389859199524,5
bytecode,0x064f6470b3a913d5e91552749a339b792a1c22bd,0.7374358773231506,4
bytecode,0x06adba5ad6c494e536cad8afa1129ab9f7cb99bf,0.8246847987174988,4
bytecode,0x06c299dbd4d53ee82812c15bc4c997a2a998dd9e,0.7773982286453247,4
bytecode,0x06d5697043f8e611807b221e74f08a28bb4e6e13,0.8822546601295471,5
bytecode,0x06f997c86aa88ac040c69c691c86d2739556286a,0.7510193586349487,4
bytecode,0x07597255910a51509ca469568b048f2597e72504,0.9144761562347412,3
bytecode,0x076c5c977938839914dbceae1643858721ba020b,0.7028253078460693,1
bytecode,0x07e040d474a584cd2e7e4a819fa18420beb5eb4f,0.7739364504814148,5
bytecode,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,,4
bytecode,0x0839f043ece52658d99cdc9173d5b116608802d8,0.8174957633018494,1
bytecode,0x089431f295b58c17c0b1754be2e15d706e990151,0.740406334400177,3
bytecode,0x0944393abcfc9879cedc19e070c056f70703f9b8,0.7467042207717896,3
bytecode,0x0952702680b4bf531702385f948a7ee998b53580,0.7131658792495728,5
bytecode,0x09873cdd92782ee43e7881da138a156e7e8835f5,0.7719221115112305,2
bytecode,0x09ac823b069e9403faeacc927d6f472964466e12,,4
bytecode,0x09b4c8200f0cb51e6d44a1974a1bc07336b9f47f,,4
bytecode,0x09f6742e42daafae735e14ec53b5ee95b66c2886,0.6007724404335022,2
bytecode,0x0a497d3619868163e9cc8402cdd67932a6091440,,4
bytecode,0x0a5e34ab31a1e589b470e7deeab7bf8b38a1d8d3,,4
bytecode,0x0a7073207bac23865e0e3b204615364b5a9d3783,,4
bytecode,0x0acbcc45dde258b18c11b16b06bdc64fd91913ac,0.0,4
bytecode,0x0addedfeedb9f23397fee42df51fc73cb6f2ceea,0.8754653930664062,2
bytecode,0x0b35dd0696ee6c6338f2f08967891feb04183805,,4
bytecode,0x0b6bc31fe6839ec3b8cfc98819cec7fa64158a8f,0.6760587096214294,3
bytecode,0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,,4
bytecode,0x0b8f53f5cb26f27ecf46840c14cc93577221822d,,4
bytecode,0x0b9cab17883e721888c22b2bcb5a00f91a711989,,4
bytecode,0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,0.6799090504646301,4
