input_type,address,mean_sim,time
elipmoc,0x0091e27b9ef50427ad431be70dc441f9f6639d78,0.8875427842140198,2
elipmoc,0x009449c99a2822914d68691d87b0177292fb5a6c,0.7502644658088684,4
elipmoc,0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89,0.9389759302139282,3
elipmoc,0x00fa44d91d7541d16dd18a48dd6a011de5e887df,0.7876665592193604,3
elipmoc,0x01b34fe45b5c00b71d6ff47e76781269aaa7b5c4,,3
elipmoc,0x024c0e1966a52c506e95679f2edb7c031aaa8011,0.7887988686561584,3
elipmoc,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.8380745649337769,3
elipmoc,0x029606e5ec44cad1346d6a1273a53b971fa93ad6,0.9700371623039246,5
elipmoc,0x02e582682aa7b4dcc3f7574c468ef61b29545404,,3
elipmoc,0x035611f47a13f3603109152952f0034c674959ba,0.899652898311615,1
elipmoc,0x039edb0d0613c58f45a777ab5dbf7cafcc7de9cd,0.8054614663124084,3
elipmoc,0x03b7dcf4e018031c39f21a6e99632ccbf72c79a2,0.859829843044281,3
elipmoc,0x03cc979c46b030c4abd7d4063cd075cb38cd0919,,3
elipmoc,0x042a277368cb43a70b06361e7ab7d1d0a2096b0e,0.845749020576477,2
elipmoc,0x04562d368e202f7e9470f3e238e92c2582c8dcec,,3
elipmoc,0x046ec9bb312c51425f7a00b2ab7525afe7db52e6,,3
elipmoc,0x0486506702b47fd838f3b8ead7fc9509f012f4a7,0.9475382566452026,2
elipmoc,0x04a4b43352a78294bc7b6d520450825ac639ea21,0.7495248913764954,3
elipmoc,0x04a84b5368c9006ed05e837f8132e9f1c0287482,0.678866982460022,3
elipmoc,0x04aa51bbcb46541455ccf1b8bef2ebc5d3787ec9,,3
elipmoc,0x04deb44ac536ed288ab3ddb7d69920e7002965f1,0.0,3
elipmoc,0x052cf5824a4adc682715de9a5b725c65d32f34d5,0.9044798016548156,3
elipmoc,0x05b04cb2c29691d3f9ce74e6aa3c69548da3bee2,,3
elipmoc,0x05b3abd9031a31a45121bda59c7bb52fc7db2590,0.9270254373550416,3
elipmoc,0x05e7039c7afd77157845d9a4f1750b8ca93ec378,0.9692411422729492,3
elipmoc,0x05fa56daf3c7496854bf685e7f3f435f87589e58,0.7350863814353943,1
elipmoc,0x064f6470b3a913d5e91552749a339b792a1c22bd,0.6581780314445496,3
elipmoc,0x06adba5ad6c494e536cad8afa1129ab9f7cb99bf,0.9126865863800048,2
