address,language,name,is_new,sai,Bytecode_n_sai,Bytecode_sai_coverage,Elipmoc_n_sai,Elipmoc_sai_coverage,SpecDescription_n_sai,SpecDescription_sai_coverage,Bytecode_correct,SpecDescription_correct,Elipmoc_correct,SpecDescription_diff,Reasons,Elipmoc_diff,Bytecode_diff
0x050f9a317ee0602ccb0a4cf99c1567b21c121031,Solidity,CoinTool_App,True,{'DELEGATECALL': 1},1.0,0.0,,-1.0,1.0,1.0,0.0,1.0,0.0,minimal proxy,,minimal proxy,minimal proxy
0xf377960dbde17e28a817e4479133d67d576bf476,Solidity,Forwarder,True,{'DELEGATECALL': 1},1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,minimal proxy,,minimal proxy,minimal proxy
0xe5db444db675746636a17e938ce3c2051e9b96d3,Solidity,StandardToken,True,{'SSTORE': 4},,-1.0,10.0,1.0,10.0,1.0,,1.0,0.0,,,"transfer-1,approve-1,transferFrom-1,increaseAllowance-1,decreaseAllowance-1",
0xa13f530f00fab432a1c3989449d4a350b3c25429,Solidity,FeeRecipient,True,{'DELEGATECALL': 1},,-1.0,,-1.0,1.0,1.0,,1.0,0.0,minimal proxy,,"checksum,minimal proxy",
0xce8d3c1a8edaa545072d5a4dfdc202f199d67090,Solidity,TELE,True,"{'SSTORE': 39, 'CALL': 4, 'STATICCALL': 1}",6.0,0.076923,0.0,0.0,22.0,0.282051,,,,,,,
0x75d899c82ad7bb186542f83e612fb7df6783937e,Solidity,PixeLady,True,"{'SSTORE': 19, 'STATICCALL': 3, 'CALL': 5}",8.0,0.210526,3.0,0.078947,3.0,0.078947,,,,,,,
0xdefb06c11e6fd5108124de0bafd0574a6041c1cd,Solidity,Proxy,True,{'DELEGATECALL': 1},0.0,0.0,1.0,1.0,,-1.0,,,1.0,,,,
0xb1439dd624a8aea767917684cc408f1895de2348,Solidity,FreeTrumpToken,True,{'SSTORE': 7},4.0,0.571429,7.0,1.0,10.0,1.0,,0.0,0.0,,(Model Errors) - Too long descriptions,transferFrom,
0x22616b4429c410b543bb7fc050a6a83890ecc6f3,Solidity,AGA,True,{'SSTORE': 3},3.0,1.0,8.0,1.0,8.0,1.0,0.0,1.0,0.0,,,"transfer-1,approve-1,transferFrom-1,increaseAllowance-1,decreaseAllowance-1",increaseAllowance
0xdbdd2db0bc00930cf874af8281a9590d6e7b72e1,Solidity,StandardERC20,True,{'SSTORE': 3},1.0,0.333333,3.0,1.0,10.0,1.0,,1.0,0.0,,,"transfer-1,approve-1,transferFrom-1,increaseAllowance-1,decreaseAllowance-1",
0xef1fa4de244be696ea009d351227c791fda3caa4,Solidity,ROBO,True,"{'SSTORE': 6, 'STATICCALL': 1}",6.0,0.5,6.0,0.5,20.0,1.0,,0.0,,transfer?,,,
0x6541e93492d87a2b6b896e0086c2814a3dda4990,Solidity,QUIRK,True,"{'SSTORE': 16, 'STATICCALL': 3, 'CALL': 5}",3.0,0.09375,4.0,0.125,8.0,0.34375,,,,,,,
0xb3e5bd1ea9cc6e44939b6925272061e401b5f365,Solidity,SimpleERC20,True,{'SSTORE': 3},,-1.0,3.0,1.0,8.0,1.0,,1.0,0.0,,,"transfer-1,approve-1,increaseAllowance-1,decreaseAllowance-1",
0x07da4c5260c678a3acb554bd295b98d313f5502d,Solidity,SHIAX,True,"{'SSTORE': 16, 'STATICCALL': 3, 'CALL': 5}",6.0,0.1875,4.0,0.125,2.0,0.0625,,,,,,,
0xa05fef8806f83a732df491235f195355a004a1dc,Solidity,RC,True,{'DELEGATECALL': 1},0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,proxy,,proxy,minimal proxy
0xecb168408adebd5383944c082853128bc7925773,Solidity,Identity,True,{'DELEGATECALL': 1},1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,minimal proxy,(Reselect),minimal proxy,minimal proxy
0x30115ccf6d77f71a577e98ce2732d462f1464959,Solidity,ProxyAdmin,True,"{'STATICCALL': 1, 'SSTORE': 2, 'CALL': 2}",1.0,0.25,2.0,0.5,7.0,1.0,,1.0,,,,,
0x929a2a7acfaf5342ca3b894f83a823a7e333b851,Solidity,SHIBAA,True,{'SSTORE': 6},3.0,0.5,6.0,1.0,7.0,1.0,,0.0,0.0,_beforeTokenTransfer,(Model Errors) - Too long descriptions,_beforeTokenTransfer,
