input_type,address,imitation_status_output,imitation_status_states,random_status_output,random_status_states
panoramix,0x00674045bb7c17f0aa1cde34780d6c51af548728,0.0,0.0,0.0,0.0
panoramix,0x00685230359bdb9e16704e1d3918b553e9a015e2,0.9323607427055703,0.9038461538461539,0.6999336870026526,0.8126657824933687
panoramix,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.8182120305749419,0.8816882685277501,0.7966101694915254,0.899966766367564
panoramix,0x035a401972f228b58dcae76bf318b54ed036d680,0.6956521739130435,0.6086956521739131,0.40218470705064546,0.356835484938762
panoramix,0x05461124c86c0ad7c5d8e012e1499fd9109ffb7d,0.0,0.0,0.0,0.0
panoramix,0x072b4b3008eb2177cce628123d24e75a8e34b9b0,0.0,0.0,0.0,0.0
panoramix,0x0a97094c19295e320d5121d72139a150021a2702,0.0,0.0,0.0,0.0
panoramix,0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,0.8574743122306927,0.4093470334769639,0.6927411335764004,0.642691415313225
panoramix,0x0efef0b34638addc8833ba729ae20016b5f24ffc,0.0,0.0,0.0,0.0
panoramix,0x112918a54e3ada863cf694970da0756f1eecc68d,0.8821582257530619,0.742469380999669,0.38596491228070173,0.3426017874875869
panoramix,0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,0.0,0.0,0.0,0.0
panoramix,0x167cb3f2446f829eb327344b66e271d1a7efec9a,0.5366820885657634,0.5135492399206874,0.398876404494382,0.3836748182419035
panoramix,0x16a0772b17ae004e6645e0e95bf50ad69498a34e,0.0,0.0,0.0,0.0
panoramix,0x18639f44f946983bf3413d9b51322d05c29d269e,0.0,0.0,0.0,0.0
panoramix,0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,0.0,0.0,0.0,0.0
panoramix,0x1a94656a6245379bc0d9c64c402197528edb2bd1,0.5738842975206612,0.6072727272727273,0.579504132231405,0.7358677685950413
panoramix,0x1bb28e79f2482df6bf60efc7a33365703bcf1536,0.7574950033311126,0.7481678880746169,0.6079280479680214,0.5966022651565623
panoramix,0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,0.0,0.0,0.0,0.0
panoramix,0x1ce865c81e76aafd2003e69acd2d196d19aac144,0.9903686482896048,0.9870474925273995,0.7871139156426437,0.7685154433742942
panoramix,0x2101e480e22c953b37b9d0fe6551c1354fe705e6,0.8177339901477833,0.6847290640394089,0.5346469622331691,0.503448275862069
panoramix,0x22a97c80d7e0a9ae616737e3b8b531248f4ef91d,0.8654797230464887,0.8371249587866798,0.7286515001648532,0.8097593142103527
panoramix,0x22dccfa39dbe59cd3f27e6531b33b5101bb2a70d,0.0,0.0,0.0,0.0
panoramix,0x23ea10cc1e6ebdb499d24e45369a35f43627062f,0.0,0.0,0.0,0.0
panoramix,0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387,0.44278110445775115,0.4524284763805722,0.14570858283433133,0.282435129740519
panoramix,0x25a06d4e1f804ce62cf11b091180a5c84980d93a,0.0,0.0,0.0,0.0
panoramix,0x269a6ffb97325e8e371f067fea216c9f62848833,0.0,0.0,0.0,0.0
