address,model,Cfun,Pvar,Rvar,input_type
0x0091e27b9ef50427ad431be70dc441f9f6639d78,elipmoc_2,0.05555555555555555,0.5714285714285714,0.6,elipmoc
0x009449c99a2822914d68691d87b0177292fb5a6c,elipmoc_4,0.6666666666666666,1.0,1.0,elipmoc
0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89,elipmoc_3,0.3333333333333333,0.875,0.875,elipmoc
0x00fa44d91d7541d16dd18a48dd6a011de5e887df,elipmoc_3,0.8571428571428571,0.2,0.2,elipmoc
0x01b34fe45b5c00b71d6ff47e76781269aaa7b5c4,elipmoc_3,,,,elipmoc
0x024c0e1966a52c506e95679f2edb7c031aaa8011,elipmoc_3,1.0,0.875,1.0,elipmoc
0x0286f920f893513c7ec9fe35ba0a4760229a243e,elipmoc_3,0.4,0.6666666666666666,0.6666666666666666,elipmoc
0x029606e5ec44cad1346d6a1273a53b971fa93ad6,elipmoc_5,0.38461538461538464,0.0,0.0,elipmoc
0x02e582682aa7b4dcc3f7574c468ef61b29545404,elipmoc_3,,,,elipmoc
0x035611f47a13f3603109152952f0034c674959ba,elipmoc_1,0.75,0.42857142857142855,0.42857142857142855,elipmoc
0x039edb0d0613c58f45a777ab5dbf7cafcc7de9cd,elipmoc_3,0.5,0.21428571428571427,0.21428571428571427,elipmoc
0x03b7dcf4e018031c39f21a6e99632ccbf72c79a2,elipmoc_3,1.0,0.1111111111111111,0.16666666666666666,elipmoc
0x03cc979c46b030c4abd7d4063cd075cb38cd0919,elipmoc_3,,,,elipmoc
0x042a277368cb43a70b06361e7ab7d1d0a2096b0e,elipmoc_2,1.0,0.6666666666666666,0.6666666666666666,elipmoc
0x04562d368e202f7e9470f3e238e92c2582c8dcec,elipmoc_3,,,,elipmoc
0x046ec9bb312c51425f7a00b2ab7525afe7db52e6,elipmoc_3,,,,elipmoc
0x0486506702b47fd838f3b8ead7fc9509f012f4a7,elipmoc_2,0.7777777777777778,0.6,0.6,elipmoc
0x04a4b43352a78294bc7b6d520450825ac639ea21,elipmoc_3,1.0,0.8461538461538461,0.8461538461538461,elipmoc
0x04a84b5368c9006ed05e837f8132e9f1c0287482,elipmoc_3,0.0,0.8,0.8,elipmoc
0x04aa51bbcb46541455ccf1b8bef2ebc5d3787ec9,elipmoc_3,,,,elipmoc
0x04deb44ac536ed288ab3ddb7d69920e7002965f1,elipmoc_3,0.0,0.0,0.0,elipmoc
0x052cf5824a4adc682715de9a5b725c65d32f34d5,elipmoc_3,1.0,0.0,0.0,elipmoc
0x05b04cb2c29691d3f9ce74e6aa3c69548da3bee2,elipmoc_3,,,,elipmoc
0x05b3abd9031a31a45121bda59c7bb52fc7db2590,elipmoc_3,1.0,0.75,0.75,elipmoc
0x05e7039c7afd77157845d9a4f1750b8ca93ec378,elipmoc_3,1.0,0.6666666666666666,0.6666666666666666,elipmoc
0x05fa56daf3c7496854bf685e7f3f435f87589e58,elipmoc_1,0.08333333333333333,0.8,0.8,elipmoc
0x064f6470b3a913d5e91552749a339b792a1c22bd,elipmoc_3,1.0,0.0,0.0,elipmoc
0x06adba5ad6c494e536cad8afa1129ab9f7cb99bf,elipmoc_2,0.5384615384615384,0.5454545454545454,0.5454545454545454,elipmoc
0x06c299dbd4d53ee82812c15bc4c997a2a998dd9e,elipmoc_4,0.8,0.7777777777777778,0.875,elipmoc
