input_type,address,mean_sim,time
ethervm,0x00674045bb7c17f0aa1cde34780d6c51af548728,0.5557969808578491,2
ethervm,0x00685230359bdb9e16704e1d3918b553e9a015e2,0.9348917603492736,5
ethervm,0x007d42b9192b8c087b0d3e6ef73aae48e74b41c1,,2
ethervm,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.914884090423584,3
ethervm,0x035a401972f228b58dcae76bf318b54ed036d680,0.9333309531211852,2
ethervm,0x04f062809b244e37e7fdc21d9409469c989c2342,,2
ethervm,0x05215fce25902366480696f38c3093e31dbce69a,0.904761016368866,5
ethervm,0x05461124c86c0ad7c5d8e012e1499fd9109ffb7d,,2
ethervm,0x072b4b3008eb2177cce628123d24e75a8e34b9b0,0.8548828363418579,2
ethervm,0x0a97094c19295e320d5121d72139a150021a2702,0.839514434337616,1
ethervm,0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,0.8278979063034058,5
ethervm,0x0b8d56c26d8cf16fe1bddf4967753503d974de06,,2
ethervm,0x0efef0b34638addc8833ba729ae20016b5f24ffc,,2
ethervm,0x112918a54e3ada863cf694970da0756f1eecc68d,,2
ethervm,0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,,2
ethervm,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,0.9385458827018738,4
ethervm,0x141044ccc363d6e8d92dd8983422775913e304ec,,3
ethervm,0x167cb3f2446f829eb327344b66e271d1a7efec9a,,2
ethervm,0x16a0772b17ae004e6645e0e95bf50ad69498a34e,0.882958710193634,3
ethervm,0x18639f44f946983bf3413d9b51322d05c29d269e,0.7497190237045288,1
ethervm,0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,0.9407503008842468,2
ethervm,0x1a94656a6245379bc0d9c64c402197528edb2bd1,0.93879896402359,3
ethervm,0x1bb28e79f2482df6bf60efc7a33365703bcf1536,0.9189890623092652,3
ethervm,0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,0.9181348085403442,4
ethervm,0x1ce865c81e76aafd2003e69acd2d196d19aac144,0.8026970028877258,5
ethervm,0x1e143b2588705dfea63a17f2032ca123df995ce0,0.6239609718322754,5
ethervm,0x2101e480e22c953b37b9d0fe6551c1354fe705e6,0.8577050566673279,3
ethervm,0x22a97c80d7e0a9ae616737e3b8b531248f4ef91d,0.6884514689445496,2
ethervm,0x22dccfa39dbe59cd3f27e6531b33b5101bb2a70d,0.865775465965271,2
ethervm,0x23ea10cc1e6ebdb499d24e45369a35f43627062f,,2
ethervm,0x24f0bb6c9b2c3db66603fa0ec07ab0cf55cdd387,,2
ethervm,0x25a06d4e1f804ce62cf11b091180a5c84980d93a,0.8727177977561951,3
ethervm,0x269a6ffb97325e8e371f067fea216c9f62848833,0.7754302620887756,3
ethervm,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,,2
ethervm,0x2956356cd2a2bf3202f771f50d3d14a367b48070,0.944310188293457,3
ethervm,0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,0.9386112689971924,2
ethervm,0x2b78a837c37549539c62ab54a235a8e19fea812f,,2
ethervm,0x2cbc6812cff0b1113bf2808ffce6d83b97afd345,,2
ethervm,0x2fa0ac498d01632f959d3c18e38f4390b005e200,,2
ethervm,0x30cefbcb5c26a5b19a019092ab8d09f8739c904f,0.9300656318664552,4
ethervm,0x336db6c1ead9cc4d5b0a33ac03c057e20640126a,,2
ethervm,0x37304b0ab297f13f5520c523102797121182fb5b,0.9199562072753906,5
ethervm,0x3a8a97123bccd826228e5eb4144b48cce169517b,0.919734001159668,5
ethervm,0x3c020e014069df790d4f4e63fd297ba4e1c8e51f,0.9027258157730104,3
ethervm,0x3c1634291868ddffa037222991babfccd8400921,,2
ethervm,0x3da71558a40f63b960196cc0679847ff50fad22b,0.7818959951400757,4
ethervm,0x3e22bb2279d6bea3cfe57f3ed608fc3b1deadadf,,2
ethervm,0x40a05d4ce308bf600cb275d7a3e9113518f59c54,0.9531903266906738,1
ethervm,0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,,2
ethervm,0x44e081cac2406a4efe165178c2a4d77f7a7854d4,0.953226923942566,2
ethervm,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,0.9188769459724426,1
ethervm,0x49edf201c1e139282643d5e7c6fb0c7219ad1db7,0.8324679732322693,5
ethervm,0x4a627b324189014fa757ed7cc730b180879232d7,0.8412453532218933,5
ethervm,0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,,2
ethervm,0x4c0fc7abfa8d2a44b379704a8dc1e5b6169f8454,,4
ethervm,0x4c854e15c2acbe3a505dc33eb6b72b8fc8a0ff00,,4
ethervm,0x50cb61afa3f023d17276dcfb35abf85c710d1cff,,2
ethervm,0x52083b1a21a5abc422b1b0bce5c43ca86ef74cd1,,2
ethervm,0x53b04999c1ff2d77fcdde98935bb936a67209e4c,0.9373309016227722,3
ethervm,0x5535a72556727c221c567e0fc4208c5a99dba1cc,0.8822906017303467,4
ethervm,0x575cb87ab3c2329a0248c7d70e0ead8e57f3e3f7,0.8877281546592712,3
ethervm,0x57831a0c76ba6b4fdcbadd6cb48cb26e8fc15e93,0.8679158687591553,2
ethervm,0x5da60592329d7651ff3415ef7f3d3ed91d1c2f24,0.7547891139984131,3
ethervm,0x5eee354e36ac51e9d3f7283005cab0c55f423b23,0.9417933821678162,2
ethervm,0x60cd862c9c687a9de49aecdc3a99b74a4fc54ab6,,2
ethervm,0x62a940646e8f9fceac28454414bb6133a54055ea,0.7131105065345764,3
ethervm,0x63658cc84a5b2b969b8df9bea129a1c933e1439f,0.893856942653656,1
ethervm,0x64af032181669383a370ae6e4b438ee26bb559b7,0.8094480037689209,4
ethervm,0x6822aaf4ab22e6cca8352a927b9ae0a8fdb58d9d,0.8778534531593323,3
ethervm,0x686e5ac50d9236a9b7406791256e47feddb26aba,,2
ethervm,0x68c4b7d05fae45bcb6192bb93e246c77e98360e1,0.8158697485923767,3
ethervm,0x6c424c25e9f1fff9642cb5b7750b0db7312c29ad,0.0,2
ethervm,0x6d903f6003cca6255d85cca4d3b5e5146dc33925,0.9729521870613098,1
ethervm,0x6de3cc59152e19f108378984f45e20a34c9f6338,,2
ethervm,0x728781e75735dc0962df3a51d7ef47e798a7107e,0.9280993342399596,1
ethervm,0x73f09b50960f87af26ff4817a93c0f5efd0aa9e2,,2
ethervm,0x755cdba6ae4f479f7164792b318b2a06c759833b,,2
ethervm,0x758a6cf7d6468a0aef0adf915eb4adb4ddf5055c,,5
ethervm,0x7600977eb9effa627d6bd0da2e5be35e11566341,,2
ethervm,0x780b6e67925e35b98b6ff8a1b2653572af73b8f9,,2
ethervm,0x792e6c37ae5ced8202794af26671531195418616,,2
ethervm,0x7da90089a73edd14c75b0c827cb54f4248d47ecc,0.9218986630439758,1
ethervm,0x7ee41a4c66e92fe28abd5bde30ad644a2dc8b15f,0.965075433254242,1
ethervm,0x88ae96845e157558ef59e9ff90e766e22e480390,0.889250636100769,2
ethervm,0x899f9a0440face1397a1ee1e3f6bf3580a6633d1,,2
ethervm,0x8a883a20940870dc055f2070ac8ec847ed2d9918,,2
ethervm,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,,2
ethervm,0x8d40e75ed0bcc4ca13aa4113738898f9779858be,0.8409802317619324,2
ethervm,0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d,0.8672671914100647,1
ethervm,0x8ff920020c8ad673661c8117f2855c384758c572,,2
ethervm,0x91bd62e48282ea188998d04570ed8a3e237d3a6a,0.8627520203590393,2
ethervm,0x9249133819102b2ed31680468c8c67f6fe9e7505,,2
ethervm,0x93519cc1a51ac56cf2daa8aaafcd4073f49a19d8,,3
ethervm,0x93d812bf90a575d628e246b0966505a9e466f534,0.9396961331367492,4
ethervm,0x9462eeb9124c99731cc7617348b3937a8f00b11f,0.9300095438957214,3
ethervm,0x9a2d163ab40f88c625fd475e807bbc3556566f80,0.9578062295913696,3
ethervm,0x9aca6abfe63a5ae0dc6258cefb65207ec990aa4d,0.982370138168335,2
ethervm,0x9b984d5a03980d8dc0a24506c968465424c81dbe,0.8358737826347351,5
ethervm,0x9ea80e204045329ba752d03c395f82a12799f13d,,2
ethervm,0xa0d031c090974d2bdb0ffc22124f08532e1dc768,0.9577394127845764,3
ethervm,0xa146240bf2c04005a743032dc0d241ec0bb2ba2b,0.8135232329368591,2
ethervm,0xa33c4a314faa9684eeffa6ba334688001ea99bbc,0.8633161187171936,1
ethervm,0xa646e29877d52b9e2de457eca09c724ff16d0a2b,0.9500795602798462,2
ethervm,0xa6cd930fc92f1634d8183af2fb86bd1766f2f82a,,2
ethervm,0xa6d93468c1f16f2e1009ec321251f0b3147117b3,0.8861032128334045,3
ethervm,0xa74642aeae3e2fd79150c910eb5368b64f864b1e,0.8002890348434448,3
ethervm,0xa9375923ddb69cd32955f536a351007415c02696,0.9080976247787476,3
ethervm,0xa9e4e3b1da2462752aea980698c335e70e9ab26c,,4
ethervm,0xaa7427d8f17d87a28f5e1ba3adbb270badbe1011,0.947346806526184,2
ethervm,0xab5cffaaec03efc94ab5c0c4c0bc85ae2b2b65ac,,2
ethervm,0xabefec93451a2cd5d864ff7b0b1604dfc60e9688,0.0,2
ethervm,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,,2
ethervm,0xaf7aea249098f2c2f50cc11d4000ccf798194373,,2
ethervm,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,0.0,2
ethervm,0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,,2
ethervm,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0.8297035694122314,2
ethervm,0xb59a226a2b8a2f2b0512baa35cc348b6b213b671,0.959030270576477,1
ethervm,0xb6bbf89c3dbba20cb4d5cabaa4a386acbbab455e,0.9438686370849608,3
ethervm,0xb9dad061b4ada5825abc2c9914e89181c0cdc56c,0.9033858776092528,2
ethervm,0xb9fbe1315824a466d05df4882ffac592ce9c009a,0.8722023963928223,2
ethervm,0xba69e7c96e9541863f009e713caf26d4ad2241a0,,5
ethervm,0xbc4191167d4b0251cab5201a527daa8a7d3846b0,0.8365614414215088,4
ethervm,0xbd2ed3e85faa3433c068c7b3f9c8c7d839ce88d7,0.9283830523490906,2
ethervm,0xbd73e675e1fa3d60a302c797df5c82e558da7ce1,0.9079086184501648,3
ethervm,0xbf29685856fae1e228878dfb35b280c0adcc3b05,,2
ethervm,0xbf2aeab03b82c182599930217272ef0fc5cf662b,,2
ethervm,0xbf35faa9c265baf50c9cff8c389c363b05753275,,2
ethervm,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,0.6885005235671997,4
ethervm,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9241249561309814,2
ethervm,0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,0.8703794479370117,1
ethervm,0xc330c1a3c7db9c75f60aed0a9b7c0fc5fa22d5a2,,2
ethervm,0xc39d73fca64d4ffe2c78fb17e61b9c8489f7c5fb,0.8700141906738281,2
ethervm,0xc83355ef25a104938275b46cffd94bf9917d0691,0.8925822973251343,5
ethervm,0xcafe1a77e84698c83ca8931f54a755176ef75f2c,0.909345805644989,5
ethervm,0xcb47c89cb17c10b719fc5ed9665bae157cac2cb1,,2
ethervm,0xcc89405e3cfd38412093840a3ac2f851dd395dfb,0.0,2
ethervm,0xcd806502ad2f9aeb32e23f8d647341d4b568201d,0.861996054649353,1
ethervm,0xd18475521245a127a933a4fcaf99e8c45a416f7e,0.9227467775344848,2
ethervm,0xd216153c06e857cd7f72665e0af1d7d82172f494,,2
ethervm,0xd2344f06ce022a7424619b2af222e71b65824975,,2
ethervm,0xd2bfceeab8ffa24cdf94faa2683df63df4bcbdc8,0.8077424764633179,1
ethervm,0xd48b633045af65ff636f3c6edd744748351e020d,,2
ethervm,0xd5524179cb7ae012f5b642c1d6d700bbaa76b96b,,2
ethervm,0xd64b1bf6fcab5add75041c89f61816c2b3d5e711,0.7490467429161072,2
ethervm,0xd76b5c2a23ef78368d8e34288b5b65d616b746ae,0.923370599746704,4
ethervm,0xd79b4c6791784184e2755b2fc1659eaab0f80456,0.8088976144790649,2
ethervm,0xda4a4626d3e16e094de3225a751aab7128e96526,,4
ethervm,0xdd17d00c4bba48008d49bb4cc292819f5a4282d4,0.8349580764770508,4
ethervm,0xe01e2a3ceafa8233021fc759e5a69863558326b6,0.0,2
ethervm,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,,1
ethervm,0xe2e5d0e1422e927abab19ad2067f802ad07fb364,0.8435670137405396,4
ethervm,0xe31763aad9294f073ddf18b36503ed037ae5e737,0.7172392010688782,2
ethervm,0xe6517b766e6ee07f91b517435ed855926bcb1aae,,2
ethervm,0xe65f525ec48c7e95654b9824ecc358454ea9185e,0.8940740823745728,2
ethervm,0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,0.0,2
ethervm,0xe92fa4e3447a58753154364b329d2361b3b4cae4,,2
ethervm,0xe9e3f9cfc1a64dfca53614a0182cfad56c10624f,0.9629099369049072,2
ethervm,0xeb3107117fead7de89cd14d463d340a2e6917769,,2
ethervm,0xf0542ed44d268c85875b3b84b0e7ce0773e9aeef,0.7810489535331726,2
ethervm,0xf0a924661b0263e5ce12756d07f45b8668c53380,0.884269654750824,2
