address,model,status,n_tokens,prompt_tokens,completion_tokens,gen_code,is_empty
0x1b755d760e6d8970a5ffd37a41380ff0269fa368,elipmoc_3,1,2167.0,1546.0,621.0,1.0,False
0x1bb28e79f2482df6bf60efc7a33365703bcf1536,elipmoc_4,1,790.0,437.0,353.0,1.0,False
0x1beb353fa1e215457ff16fceec07f7eab9f06565,elipmoc_4,1,1193.0,659.0,534.0,1.0,False
0x1c381ca8112f823941c37cb9514819909ecb102d,elipmoc_4,1,4306.0,3906.0,400.0,1.0,False
0x1c67ceba2f78e8af111279dc6d59fa5ef1707781,elipmoc_3,1,1746.0,1285.0,461.0,1.0,False
0x1cd30a2bba7b913bfeb8e7e40bec1311476efb13,elipmoc_5,1,1990.0,1402.0,588.0,1.0,False
0x1cd442aff7cdd247420a4dc76b44111994f521c9,elipmoc_3,1,5572.0,5093.0,479.0,1.0,True
0x1d5e63693ef0a3edc8a57e0bbe0645066550b2e5,elipmoc_4,1,3172.0,2443.0,729.0,1.0,False
0x1e20b7d24d429b0de705d3ff8b88ec651d28a935,elipmoc_4,1,1230.0,812.0,418.0,1.0,False
0x1e217adc6a6adc16e248af109ab7efa4d1bb252d,elipmoc_3,1,2109.0,1109.0,1000.0,1.0,False
0x1e4f97b9f9f913c46f1632781732927b9019c68b,elipmoc_5,1,9131.0,8578.0,553.0,1.0,False
0x1e5b407f511542b7ac7836319de139601c6fad02,elipmoc_1,1,3278.0,2557.0,721.0,1.0,False
0x1e700861dcbc06c9a93fb17e556150e120cb6f8d,elipmoc_3,1,2332.0,1693.0,639.0,1.0,False
0x1ebda9b505ad2c6ccee86bfc18f58035dcfdc26a,elipmoc_2,1,3172.0,2382.0,790.0,1.0,False
0x1f42f986f9ef31d6ef787565b211bce0eb877bcc,elipmoc_5,1,10533.0,9625.0,908.0,1.0,False
0x1fe8a1fcf50868f4c496b2ac88f5a3a2ec337fa8,elipmoc_3,1,549.0,270.0,279.0,1.0,True
0x207ff240d2f5baaefce160785f38ebd5d7bbdce4,elipmoc_3,1,1243.0,827.0,416.0,1.0,False
0x20827ab17e406d92e2c5cbc2948be0871e160d8c,elipmoc_4,1,3528.0,2460.0,1068.0,1.0,False
0x2097175d0abb8258f2468e3487f8db776e29d076,elipmoc_1,1,2631.0,1905.0,726.0,1.0,False
0x209a1b17e577fab23e1c73c883a9732701b9ad3a,elipmoc_3,1,976.0,511.0,465.0,1.0,False
0x212dbc29bd9b67a6f6231a8dca2640bd9636639a,elipmoc_3,1,3471.0,2334.0,1137.0,1.0,False
0x2167f0f96499808e0b62af7b2a0ee5cafc573a25,elipmoc_4,1,1979.0,1444.0,535.0,1.0,False
0x219218f117dc9348b358b8471c55a073e5e0da0b,elipmoc_4,1,6375.0,5744.0,631.0,1.0,False
0x2193b9f2b5e5051e41c32c71b25587d6a6f045c8,elipmoc_5,1,3399.0,2733.0,666.0,1.0,False
0x226117912d0e4e152b07a9e4b52494f9922825b8,elipmoc_3,1,3301.0,2333.0,968.0,1.0,False
0x22be7f22e7ca2d4949d2b369d02bc9283ce7d285,elipmoc_3,1,8088.0,7526.0,562.0,1.0,False
0x22e5f62d0fa19974749faa194e3d3ef6d89c08d7,elipmoc_4,1,2850.0,2109.0,741.0,1.0,False
0x230c2a140e758087f7107dd31943c5c03b819e55,elipmoc_3,1,6859.0,6189.0,670.0,1.0,False
0x2318867ba665776fb52f7e5f6faa8fedd47bb918,elipmoc_2,1,6541.0,5988.0,553.0,1.0,False
0x232ba9f3b3643ab28d28ed7ee18600708d60e5fe,elipmoc_3,1,7488.0,6904.0,584.0,1.0,True
0x235574910b3c91bb85ac6cab454545749b72e71a,elipmoc_3,1,602.0,326.0,276.0,1.0,False
0x23ba165482e05f7d49563242c7a48d08f5d7d802,elipmoc_3,1,673.0,271.0,402.0,1.0,False
0x23c3bdad7336835c0c2cd97eb941d2ca564cc24b,elipmoc_3,1,1855.0,1376.0,479.0,1.0,False
0x23ea10cc1e6ebdb499d24e45369a35f43627062f,elipmoc_3,1,1553.0,962.0,591.0,1.0,False
0x240f205c46e1607dc6f786fb313bde3dff068eb5,elipmoc_3,1,1621.0,1139.0,482.0,1.0,False
0x25066b77ae6174d372a9fe2b1d7886a2be150e9b,elipmoc_1,1,5777.0,5094.0,683.0,1.0,False
0x259d01f7d96fcd1e77a467e71fa3d164f68fe2fe,elipmoc_3,1,2555.0,1639.0,916.0,1.0,False
0x25af3834716a8c5890533546ef60050e05e8bbe6,elipmoc_3,1,1381.0,910.0,471.0,1.0,False
0x25c08bb7aa204d221288d9739899f4edf96f5fba,elipmoc_4,1,2085.0,1316.0,769.0,1.0,False
0x25e08694ab1deb8715b0a856bf1d947e90938261,elipmoc_2,1,1757.0,1387.0,370.0,1.0,False
0x25ff04031852660cbb733709890b9f92257ee731,elipmoc_4,1,1472.0,838.0,634.0,1.0,False
0x2612e95424e4039cce9fd0c40e584b52813effe3,elipmoc_3,1,2014.0,1369.0,645.0,1.0,False
0x261d650a521103428c6827a11fc0cbce96d74dbc,elipmoc_1,1,8462.0,7750.0,712.0,1.0,False
0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e,elipmoc_5,1,3309.0,2813.0,496.0,1.0,False
0x268be5667d4e5bd036bd608d0601ef1441604429,elipmoc_3,1,14184.0,13275.0,909.0,1.0,False
0x268f92d90798614b4450b1efa59c71a601ab0af2,elipmoc_5,1,932.0,475.0,457.0,1.0,False
0x27887a512107d43b4ebbf66df1c29bac7eba1f1a,elipmoc_4,1,3922.0,3472.0,450.0,1.0,False
0x2797b0fa64cd56e45fb589fc3743177348397817,elipmoc_1,1,3081.0,2393.0,688.0,1.0,False
0x27d7bfbed155767a9ac7d04cb200ed8f8430cf09,elipmoc_3,Request timed out.,0.0,0.0,0.0,0.0,0
0x27e06500263d6b27a3f8b7be636aabc7adc186be,elipmoc_3,1,1429.0,1076.0,353.0,1.0,True
0x27e7383e49be6fd965805a0302b32e40c3d9981e,elipmoc_2,1,1757.0,1150.0,607.0,1.0,False
0x286a090b31462890cd9bf9f167b610ed8aa8bd1a,elipmoc_3,1,2903.0,1852.0,1051.0,1.0,False
0x286ae10228c274a9396a05a56b9e3b8f42d1ce14,elipmoc_3,1,4604.0,4001.0,603.0,1.0,True
0x28b6bf339afd2dceeeebd6b218e798b08f38a2e9,elipmoc_3,1,1672.0,1239.0,433.0,1.0,True
0x293438bc8656c99abb4fce8b08a5f40fb3b8c931,elipmoc_2,1,8073.0,7648.0,425.0,1.0,False
0x293ed09bfc80b93cdf5a64306aaedcfad3c64955,elipmoc_3,1,4003.0,3354.0,649.0,1.0,True
0x2956356cd2a2bf3202f771f50d3d14a367b48070,elipmoc_4,1,2337.0,1644.0,693.0,1.0,False
0x29ed301f073f62acc13a2d3df64db4a3185f1433,elipmoc_1,1,1028.0,620.0,408.0,1.0,False
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,elipmoc_3,1,6146.0,5681.0,465.0,1.0,False
0x2a0e7619e69bd8959da98f711f15d1e36f9139b5,elipmoc_3,1,2688.0,2190.0,498.0,1.0,False
0x2a37f3c4ce5ee6b1dbcdb593b21eee1c418ad403,elipmoc_3,1,2673.0,2210.0,463.0,1.0,False
0x2aea8071b771818e0004d0e5c93fadd9d7f5d31d,elipmoc_3,1,2723.0,2119.0,604.0,1.0,False
0x2b22b2c65b185182786f087c1a0035b5ed76bbb7,elipmoc_4,1,2825.0,2157.0,668.0,1.0,False
0x2b44d68555899dbc1ab0892e7330476183dbc932,elipmoc_3,1,5822.0,5100.0,722.0,1.0,False
0x2b55bbe80cf8cc8dae0380856b5bf3d1c451880b,elipmoc_1,1,1304.0,803.0,501.0,1.0,False
0x2b73cb82aebd4c261cae319d2f9eafedbf72abb6,elipmoc_4,1,4854.0,4153.0,701.0,1.0,False
0x2baac9330cf9ac479d819195794d79ad0c7616e3,elipmoc_2,1,3176.0,2316.0,860.0,1.0,False
0x2bdcd9ae2be26d3324ef75bcf64b3cc246302754,elipmoc_4,1,4018.0,3068.0,950.0,1.0,False
0x2c50a2931e4dda0610aa95c18e26895ca8985bc3,elipmoc_3,1,1710.0,1054.0,656.0,1.0,False
0x2c756e74b7309d785b5e2960ef262c4f14a87930,elipmoc_4,1,3934.0,2837.0,1097.0,1.0,False
0x2c7bc39b1b0c9fdf200fd30c74c0a9a41c2c7047,elipmoc_1,1,3593.0,2970.0,623.0,1.0,False
0x2cbc6812cff0b1113bf2808ffce6d83b97afd345,elipmoc_3,1,1579.0,990.0,589.0,1.0,False
0x2d07d53c82978fdce1dae5d5dee38923f520dd63,elipmoc_1,1,2504.0,1770.0,734.0,1.0,False
0x2d7765c44e44b9ec01d30ea367e8403aa4415cb3,elipmoc_4,1,2182.0,1582.0,600.0,1.0,False
0x2dc588af5eff094401b1f8016e74e7d46d9e7a31,elipmoc_5,1,2179.0,1653.0,526.0,1.0,False
0x2e146431da3c24cd9ea4337a6981667f4a9020fc,elipmoc_3,1,4157.0,3605.0,552.0,1.0,False
0x2e65acb183753c39b7cbb24af6c8a451cda192a0,elipmoc_5,1,2941.0,2029.0,912.0,1.0,False
0x2e88c458dab34c673641df586ab9d9a15e0b93ec,elipmoc_3,Request timed out.,0.0,0.0,0.0,0.0,0
0x2f490751589db68f3c406bf9c14c95ec7fa26840,elipmoc_4,1,2626.0,1801.0,825.0,1.0,False
0x2f5c8d7259b48078c0b6c0a7cf6269e3817680e5,elipmoc_3,1,1849.0,1208.0,641.0,1.0,False
0x2f758a59a8c88a54fe659fc9446b355315254769,elipmoc_3,1,1598.0,1086.0,512.0,1.0,False
0x2f846758e479ee7e0bd87cea5b9f8f3e314c6bd9,elipmoc_4,1,923.0,511.0,412.0,1.0,False
0x300549a4a3c35d1b24f3ce05f93908b5849a7267,elipmoc_3,1,3756.0,3241.0,515.0,1.0,False
0x301487766dcf283592b11b5988e5c4e4630dfbe5,elipmoc_2,1,5362.0,4721.0,641.0,1.0,False
0x304800b2e817e664949772fd70e9d87cda8a8899,elipmoc_4,1,2028.0,1104.0,924.0,1.0,False
0x3076d20cef23cf934fc6f857eb97e2baa63fc9fb,elipmoc_3,1,4126.0,3234.0,892.0,1.0,False
0x30cefbcb5c26a5b19a019092ab8d09f8739c904f,elipmoc_3,1,5825.0,5184.0,641.0,1.0,False
0x30e0d995a998bbf967cd80c921db7b6afe953900,elipmoc_1,1,621.0,331.0,290.0,1.0,False
0x3115b83af820875cc1128f987eda32150f056d71,elipmoc_3,1,5531.0,4833.0,698.0,1.0,False
0x315bc1843b327d9b60381677b51c0092d9ceb8d8,elipmoc_4,1,1296.0,824.0,472.0,1.0,False
0x31a9d8d9697a9542189f9848636ad75e57583d0d,elipmoc_3,1,2694.0,2039.0,655.0,1.0,False
0x3238db085a2853442e3d74ad47e73ef63bfbc507,elipmoc_3,1,2998.0,2197.0,801.0,1.0,False
0x32776933663b27ebcda98b07c4958ec74c0bafb1,elipmoc_3,1,3601.0,2544.0,1057.0,1.0,False
0x333f7d10c3d8f3b0a070c0f6673cf61bd4a86622,elipmoc_3,1,746.0,356.0,390.0,1.0,False
