input_type,address,imitation_status_output,imitation_status_states,random_status_output,random_status_states
bytecode,0x0091e27b9ef50427ad431be70dc441f9f6639d78,0.5385121790651745,0.5842659644502962,0.4470046082949309,0.45358788676761025
bytecode,0x00c315ac9ff89bb6afa7524cd159f0a9766e8c89,0.0,0.0,0.0,0.0
bytecode,0x00fa44d91d7541d16dd18a48dd6a011de5e887df,0.0,0.0,0.0,0.0
bytecode,0x01b34fe45b5c00b71d6ff47e76781269aaa7b5c4,0.0,0.0,0.0,0.0
bytecode,0x024c0e1966a52c506e95679f2edb7c031aaa8011,0.0,0.0,0.0,0.0
bytecode,0x0286f920f893513c7ec9fe35ba0a4760229a243e,0.5832502492522432,0.5832502492522432,0.3918245264207378,0.3918245264207378
bytecode,0x029606e5ec44cad1346d6a1273a53b971fa93ad6,0.5909993381866314,0.5909993381866314,0.457313037723362,0.46558570483123757
bytecode,0x02e582682aa7b4dcc3f7574c468ef61b29545404,0.8074760172014555,0.8074760172014555,0.4383063182269269,0.4383063182269269
bytecode,0x035611f47a13f3603109152952f0034c674959ba,0.0,0.0,0.0,0.0
bytecode,0x03b7dcf4e018031c39f21a6e99632ccbf72c79a2,0.0,0.0,0.0,0.0
bytecode,0x042a277368cb43a70b06361e7ab7d1d0a2096b0e,0.0,0.0,0.0,0.0
bytecode,0x04562d368e202f7e9470f3e238e92c2582c8dcec,0.0,0.0,0.0,0.0
bytecode,0x046ec9bb312c51425f7a00b2ab7525afe7db52e6,0.0,0.0,0.0,0.0
bytecode,0x0486506702b47fd838f3b8ead7fc9509f012f4a7,0.0,0.0,0.0,0.0
bytecode,0x04a4b43352a78294bc7b6d520450825ac639ea21,0.0,0.0,0.0,0.0
bytecode,0x04deb44ac536ed288ab3ddb7d69920e7002965f1,0.9926788685524126,0.9926788685524126,0.5690515806988353,0.5690515806988353
bytecode,0x052cf5824a4adc682715de9a5b725c65d32f34d5,0.0,0.0,0.0,0.0
bytecode,0x05b04cb2c29691d3f9ce74e6aa3c69548da3bee2,0.0,0.0,0.0,0.0
bytecode,0x05b3abd9031a31a45121bda59c7bb52fc7db2590,0.0,0.0,0.0,0.0
bytecode,0x05e7039c7afd77157845d9a4f1750b8ca93ec378,0.0,0.0,0.0,0.0
bytecode,0x05fa56daf3c7496854bf685e7f3f435f87589e58,0.0,0.0,0.0,0.0
bytecode,0x064f6470b3a913d5e91552749a339b792a1c22bd,0.0,0.0,0.0,0.0
bytecode,0x06d5697043f8e611807b221e74f08a28bb4e6e13,0.8182711198428291,0.7256057629338573,0.3991486574983628,0.3690242305173543
bytecode,0x06f997c86aa88ac040c69c691c86d2739556286a,0.0,0.0,0.0,0.0
bytecode,0x07597255910a51509ca469568b048f2597e72504,0.5341511936339522,0.4360079575596817,0.5235411140583555,0.5480769230769231
bytecode,0x076c5c977938839914dbceae1643858721ba020b,0.0,0.0,0.0,0.0
bytecode,0x07e040d474a584cd2e7e4a819fa18420beb5eb4f,0.6987158379980244,0.6378004609812314,0.4925913730655252,0.47349357918999013
bytecode,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,0.0,0.0,0.0,0.0
bytecode,0x0839f043ece52658d99cdc9173d5b116608802d8,0.8789282170029772,0.8789282170029772,0.4320211710221634,0.4320211710221634
bytecode,0x089431f295b58c17c0b1754be2e15d706e990151,0.3152823920265781,0.29601328903654484,0.29269102990033224,0.24551495016611297
bytecode,0x0944393abcfc9879cedc19e070c056f70703f9b8,0.0,0.0,0.0,0.0
bytecode,0x0952702680b4bf531702385f948a7ee998b53580,0.1535904255319149,0.08809840425531915,0.20246010638297873,0.12732712765957446
bytecode,0x09873cdd92782ee43e7881da138a156e7e8835f5,0.9375415282392027,0.9375415282392027,0.6880398671096346,0.6880398671096346
bytecode,0x09b4c8200f0cb51e6d44a1974a1bc07336b9f47f,0.0,0.0,0.0,0.0
bytecode,0x09f6742e42daafae735e14ec53b5ee95b66c2886,0.0,0.0,0.0,0.0
bytecode,0x0a497d3619868163e9cc8402cdd67932a6091440,0.0,0.0,0.0,0.0
bytecode,0x0a7073207bac23865e0e3b204615364b5a9d3783,0.0,0.0,0.0,0.0
bytecode,0x0acbcc45dde258b18c11b16b06bdc64fd91913ac,0.0,0.0,0.0,0.0
bytecode,0x0b35dd0696ee6c6338f2f08967891feb04183805,0.0,0.0,0.0,0.0
bytecode,0x0b6bc31fe6839ec3b8cfc98819cec7fa64158a8f,0.0,0.0,0.0,0.0
bytecode,0x0b7dc5a43ce121b4eaaa41b0f4f43bba47bb8951,0.0,0.0,0.0,0.0
bytecode,0x0b8f53f5cb26f27ecf46840c14cc93577221822d,0.0,0.0,0.0,0.0
bytecode,0x0b9cab17883e721888c22b2bcb5a00f91a711989,0.0,0.0,0.0,0.0
bytecode,0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,0.0,0.0,0.0,0.0
bytecode,0x0c5876bc9765ee15fc3378100c070453186db8f3,0.7158034528552457,0.7158034528552457,0.4634794156706507,0.4634794156706507
bytecode,0x0c7126b0c7e79c1ea6930bed8499fedb87cd2006,0.0,0.0,0.0,0.0
bytecode,0x0c78735435fbe36b39cccd5fe35fb4590e3da603,0.5675586389164189,0.44037000330360093,0.311199207135778,0.3273868516683185
bytecode,0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c,0.5629139072847682,0.4821192052980132,0.33278145695364236,0.3533112582781457
bytecode,0x0d5eae179709e92b3bff65731158e8291c49eafb,0.0,0.0,0.0,0.0
bytecode,0x0dc11b7ed751594906bce3a7091952b30528ee7e,0.47468354430379744,0.47468354430379744,0.39073950699533644,0.39073950699533644
bytecode,0x0e7c28fb8ed4f5f63aabd022deaeeba40ecc335c,0.6386220602848626,0.5644253063928453,0.3627028817489235,0.3083802583636966
bytecode,0x0e915b35cc269b2dfc8bbd8e4a88ed4884a53efc,0.003985386914646297,0.005313849219528396,0.04981733643307871,0.07671869810694122
bytecode,0x0e9e062d7e60c8a6a406488631dae1c5f6db0e7d,0.0,0.0,0.0,0.0
bytecode,0x0ebb614204e47c09b6c3feb9aaecad8ee060e23e,0.0,0.0,0.0,0.0
bytecode,0x0edde4b6f91dbd2efd075ace85ec2e52d0696d44,0.0,0.0,0.0,0.0
bytecode,0x0f1cd99bea68f0d994064395d2b45315b185882e,0.0,0.0,0.0,0.0
bytecode,0x0f4cafdce3737601c598bcfd4bbd69f75786ba40,0.8131396500495213,0.8131396500495213,0.5269065698250247,0.5269065698250247
bytecode,0x0fb6ef1d9934eebdd16e760f6485b561c89c5e57,0.0,0.0,0.0,0.0
bytecode,0x1054bf40be3e021e26fa5f6d627fe395a3fd3f26,0.0,0.0,0.0,0.0
bytecode,0x12345678979f29ebc99e00bdc5693ddea564ca80,0.8925373134328358,0.8892205638474295,0.6597014925373135,0.6533996683250415
bytecode,0x124635bfe95ba690fc095f6f3a0bdeac62fab8e1,0.0,0.0,0.0,0.0
bytecode,0x1292463b22ed4cb340c737fbc046258fb428f27c,0.0,0.0,0.0,0.0
bytecode,0x1294d23b74c103d0e6d9c8f98abe9383c7900735,0.5811258278145696,0.5943708609271523,0.31788079470198677,0.330794701986755
bytecode,0x12d5b7c26dd8dc6e2f71f5bf240d5e76452b2fe5,0.0,0.0,0.0,0.0
bytecode,0x12efb0cc4e3d139a27d35388c640b60cd031a6f7,0.0006662225183211193,0.0006662225183211193,0.0006662225183211193,0.0006662225183211193
bytecode,0x13ca82a039fb510c4110c75a833160dbc8f203e1,0.6430228704010607,0.4007292011932383,0.510772290354657,0.42061650646337423
bytecode,0x13f6daa69a85d072ee9302ca37533a4db2c354e8,0.9293568810396534,0.9293568810396534,0.4991669443518827,0.4991669443518827
